,Unnamed: 0.1,Unnamed: 0,Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
561,561,864,Maubert,"15977 Maubert Avenue, San Leandro, CA 94578",San Leandro,CA,United States,94578.0,Apartment,,Garden / Low-Rise,No,Oakland-East Bay,San Leandro,34.0,Units,2019-01-18,1.0,10.5,$,"308,823.53",,B-,0.05339302,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,1.3797,2.0,0.0,1.0,,,,0.05655737,0.0621681,0.06324695,,,Yes,,,,,,,,,864,1227253,10500000.0,10500000.0,123366,Apartment,The Maubert,2019-01-18,1.0,,15977 Maubert Ave,NMJ PROPERTIES,,,,ROBERT LO,,,,94578.0,308823.5294,26407.0,34.0,11784,0.9562292
562,562,865,Park on 23rd,"1103 23rd Street North, Pell City, AL 35125",Pell City,AL,United States,35125.0,Apartment,,Garden / Low-Rise,No,Birmingham,,98.0,Units,2019-01-18,1.0,8.33,$,"84,948.98",,,,,No,,No,,Cushman & Wakefield,,2.0,0.0,,,,,,,,,,Yes,Red Street Management,,,,,,,,865,20206,8325000.0,8325000.0,5482,Apartment,The Park on 23rd,2019-01-18,1.0,,1103 23rd St N,DAVID GROTE RED ST,,,,FOUR FOUR CAPITAL,,,,35125.0,84948.9796,99743.0,98.0,422,0.9624772
563,563,866,Riverside Villas,"2852 Paseo Rio Way, Sacramento, CA 95827",Sacramento,CA,United States,95827.0,Apartment,,Garden / Low-Rise,No,Sacramento,Rancho Cordova,100.0,Units,2019-01-18,1.0,16.01,$,"160,100.00",,B-,0.05363965,Green Street Market Estimate,No,,No,,Newmark Group,,2.0,0.0,,1973.0,,,0.06004974,0.06404259,0.06417663,,,Yes,,,,,JCM Partners,,,,866,1241572,16010000.0,16010000.0,125527,Apartment,Riverside Villas,2019-01-17,1.0,,2866 Paseo Rio Way,TAJIRIAN INVESTMENT,,,,JCM PARTNERS,,,,95827.0,160100.0,91097.0,100.0,11987,0.99999976
565,565,870,Miamiview,"8149 West Mill Street, Cleves, OH 45002",Cleves,OH,United States,45002.0,Apartment,,Garden / Low-Rise,No,Other,,434.0,Units,2019-01-18,1.0,26.04,$,"60,000.00",,,,,No,,No,,Cushman & Wakefield,,3.0,0.0,,,,,,,,,,Yes,PLK Communities,,,,,,,,870,1361418,26040000.0,26040000.0,138968,Apartment,Miamiview Apartments,2019-01-18,1.0,,8149 W Mill St,PLK COMMUNITIES,,,,MIAMIVIEW APARTMENTS,,,,45002.0,60000.0,429200.0,434.0,13346,0.86279744
566,566,871,Lofts on Franklin and Plant One,"1806 East Franklin Street, Richmond, VA 23223",Richmond,VA,United States,23223.0,Apartment,,,No,Richmond,Downtown / The Fan,201.0,Units,2019-01-18,1.0,33.2,$,"165,174.13",,B,0.0646315,Green Street Market Estimate,No,,No,,Marcus & Millichap IPA,,,0.0,,,,,0.06412311,0.06433576,0.0722632,,,Yes,,,,,,,,,871,1386494,9700000.0,9700000.0,141941,Apartment,Lofts at Franklin,2019-01-10,1.0,,1806 E Franklin St,PMC PROPERTIES GROUP,,,,LARSON DEVELOPMENT,,,,23223.0,144776.1194,36280.0,67.0,14255,0.8766287
567,567,873,Crossings at Chapel Hill,"6626 Chapel Hill Boulevard, Pasco, WA 99301",Pasco,WA,United States,99301.0,Apartment,,Garden / Low-Rise,No,"Kennewick-Richland, WA",,300.0,Units,2019-01-17,1.0,44.75,$,"149,166.67",,,0.06,As Reported,No,,No,,,13.47,3.0,,13.0,2006.0,,,,,,,,Yes,Investors Capital Group,,,,,,,,873,817831,9202458.0075,9202458.0075,101693,Apartment,The Crossings at Chapel Hill Phase II,2019-01-17,1.0,,6626 Chapel Hill Blvd,INVESTORS CAPITAL,,,,BACH,,,,99301.0,127811.9168,,72.0,9291,0.88901204
568,568,874,Residence at Gateway Village,"3415 Southbend Drive, Denison, TX 75020",Denison,TX,United States,75020.0,Apartment,,,No,"Sherman-Denison, TX",,180.0,Units,2019-01-17,1.0,24.05,$,"133,629.44",,,,,No,,No,,JLL,,,0.0,,,,,,,,,,Yes,CEG Multifamily,,,,,,,,874,911797,12656250.0,12656250.0,108924,Apartment,Residences at Gateway Village,2019-01-17,1.0,,5015 US-75,COASTAL EXCHANGE GROUP,,,,COVENANT DEVELOPMENT,PARKCREST BUILDERS,,,75020.0,70312.5,157500.0,180.0,10089,0.9570002
569,569,875,Silvertree Terrace,"12626 Nelson Street, Garden Grove, CA 92840",Garden Grove,CA,United States,92840.0,Apartment,,Garden / Low-Rise,No,Orange County,Garden Grove,18.0,Units,2019-01-17,1.0,5.1,$,"283,333.33",,B+,0.04428687,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05596115,0.05789206,0.0595502,,,Yes,,,,,,,,,875,1379745,5100000.0,5100000.0,141200,Apartment,Silvertree Terrace,2019-01-17,1.0,,12626 Nelson St,THOMAS T NGUYEN,,,,CHU LIVING TRUST,,,,92840.0,283333.3333,16500.0,18.0,13664,0.99999994
571,571,877,Pines of Wilmington,"1002 Mayflower Drive, Wilmington, NC 28412",Wilmington,NC,United States,28412.0,Apartment,,Garden / Low-Rise,No,"Wilmington, NC",,233.0,Units,2019-01-17,1.0,15.5,$,"66,523.61",,,,,No,,No,,Cushman & Wakefield,,2.0,0.0,,,,,,,,,,Yes,Monument Real Estate Services,,,,,,,,877,9277,15500000.0,15500000.0,2181,Apartment,Pines of Wilmington,2019-01-17,1.0,,1002 Mayflower Dr,MONUMENT CAPITAL MANAGEMENT,,,,ERIC TRUCKSESS,,,,28412.0,66523.6052,172800.0,233.0,148,1.0000004
572,572,878,204 Grand,"204 Grand Street, Hoboken, NJ 07030",Hoboken,NJ,United States,7030.0,Apartment,,Mid-Rise,No,New Jersey (Northern),Hoboken,30.0,Units,2019-01-17,1.0,15.5,$,"516,666.67",,A-,0.04301098,Green Street Market Estimate,No,,No,,CBRE Group,,6.0,0.0,,,,,0.05755199,0.05113252,0.05113252,,,Yes,Bascom Group, Spirit Investment Partners,,,,,,,878,1378202,15500000.0,15500000.0,141056,Apartment,204 Grand Street,2019-01-15,1.0,,204 Grand St,SPIRIT INVESTMENT,BASCOM GROUP,,,ALTAIR M GOBO NEIL PETROCELLI,,,,7030.0,516666.6667,50000.0,30.0,13568,0.9146239
573,573,879,Riverstone,"2200 Sycamore Drive, Antioch, CA 94509",Antioch,CA,United States,94509.0,Apartment,,Garden / Low-Rise,No,Oakland-East Bay,Antioch,136.0,Units,2019-01-17,1.0,30.0,$,"220,588.24",,B-,0.05449789,Trailing 12 months,No,,No,,CBRE Group,,2.0,0.0,,1985.0,2007.0,0.93,0.05655737,0.06379719,0.06679186,,,Yes,F&F Realty,,,,,,,,879,1389102,70000000.0,70000000.0,142205,Apartment,Riverstone,2019-01-31,1.0,,27314 24th Ave S,KING COUNTY,,,,FSC REALTY,,,,98003.0,,251400.0,300.0,14477,1.0000002
576,576,884,Trailhead Apartments at Tam Junction,"214 Villa Garden Drive, Mill Valley, CA 94941",Mill Valley,CA,United States,94941.0,Apartment,,Garden / Low-Rise,No,San Francisco,Marin,41.0,Units,2019-01-16,1.0,14.73,$,"359,146.34",,A-,0.03439169,Green Street Market Estimate,No,,No,,Newmark Group,8.0688,2.0,0.0,1.0,1963.0,,,0.05230056,0.05218935,0.04804952,,,Yes,,,,,VGA,,,,884,577794,14725000.0,14725000.0,88791,Apartment,Trailhead Apartments at Tam Junction,2019-01-10,1.0,,214 Villa Garden Dr,INTERSTATE EQUITIES,,,,RODMAN JAY MARYMOR,,,,94941.0,359146.3415,31084.0,41.0,7796,0.99999946
577,577,885,Parker,"4608 Arden Way, El Monte, CA 91731",El Monte,CA,United States,91731.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Rosemead / El Monte,177.0,Units,2019-01-16,1.0,40.5,$,"228,813.56",,A-,0.04484104,Green Street Market Estimate,No,,No,,CBRE Group,4.0,2.0,0.0,3.0,,,,0.05754025,0.05708747,0.06277228,,,Yes,Uhon Inc.,,,,Benedict Canyon Equities,,,,885,159218,40500000.0,40500000.0,46771,Apartment,The Parker,2019-01-09,1.0,,4608 Arden Way,SZ YUHONG INVESTMENT,,,,BENEDICT CANYON EQUITIES,,,,91731.0,228813.5593,120342.0,177.0,3888,0.92745894
578,578,886,Herriman Towne Center,"12883 Brundisi Way, Herriman, UT 84096",Herriman,UT,United States,84096.0,Apartment,,Mid-Rise,No,Salt Lake City,West Jordan,306.0,Units,2019-01-16,1.0,65.0,$,"212,418.30",,A-,0.06,As Reported,No,,No,,Colliers,,4.0,0.0,,2017.0,,0.91,0.05921781,0.05908673,0.0581013,,,Yes,M&C Properties,,,,,,,,886,931054,65000000.0,65000000.0,110014,Apartment,Herriman Towne Center Apartments,2019-01-16,1.0,,12883 Brundisi Way,M AND C PROPERTIES,,,,BACH,,,,84096.0,212418.3007,352446.0,306.0,10237,0.94212025
579,579,888,3804 Evans Street W,"3804 Evans Street West, Los Angeles, CA 90027",Los Angeles,CA,United States,90027.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Hollywood / Silverlake,22.0,Units,2019-01-15,1.0,9.05,$,"411,363.64",,A-,0.03302159,Green Street Market Estimate,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05754025,0.05433995,0.05279233,,,Yes,,,,,,,,,888,1281787,9050000.0,9050000.0,130664,Apartment,3804 Evans Street West,2019-01-15,1.0,,3804 Evans St W,CITYVIEW,BLACKSTONE,,,VISTA INVESTMENT GROUP,,,,90027.0,411363.6364,24920.0,22.0,12462,0.9714019
580,580,890,Rainier Vista,"134 3rd Avenue Southeast, Pacific, WA 98047",Pacific,WA,United States,98047.0,Apartment,,Garden / Low-Rise,No,Seattle,Auburn,75.0,Units,2019-01-15,1.0,8.15,$,"108,666.67",,B,0.05231881,Green Street Market Estimate,No,,No,,CBRE Group,2.7183,3.0,0.0,1.0,2003.0,,,0.05582391,0.06350171,0.06293279,,,Yes,,,,,,,,,890,858469,8150000.0,8150000.0,105675,Apartment,Rainier Vista,2019-01-15,1.0,,134 3rd Ave SE,PEAK CAPITAL PARTNERS,,,,LANDMARK DEVELOPMENT,,,,98047.0,108666.6667,43443.0,75.0,9701,0.9999998
581,581,891,Policy,"1921 Kalorama Road Northwest, Washington, DC 20009",Washington,DC,United States,20009.0,Apartment,,Mid-Rise,No,D.C. Metro,Dupont Circle,62.0,Units,2019-01-15,1.0,21.82,$,"351,854.84",,A-,0.039,As Reported,No,,No,,CBRE Group,0.368,5.0,0.0,1.0,,,,0.05817774,0.05433682,0.05433682,,,Yes,Pacolet Milliken, Urban Investment Partners,,,Goldman Sachs,,,,891,74649,21815000.0,21815000.0,21688,Apartment,Policy,2019-01-11,1.0,,1921 Kalorama Rd NW,URBAN INVESTMENT PARTNERS,,,,GOLDMAN SACHS,,,,20009.0,351854.8387,31078.0,62.0,1805,1.0000001
582,582,892,Cottages at Otter Creek,"Quail Run Circle, Little Rock, AR 72210",Little Rock,AR,United States,72210.0,Apartment,,Garden / Low-Rise,No,Little Rock,,96.0,Units,2019-01-15,1.0,5.7,$,"59,375.00",,,,,No,,No,,CBRE Group,,1.0,0.0,,2002.0,,,,,,,,Yes,,,,,"Highridge Costa Investors, LLC",,,,892,830575,5700000.0,5700000.0,102708,Apartment,Cottages at Otter Creek,2019-01-15,1.0,,1 Quail Run Cir,READ PROPERTIES GROUP,,,,HIGHRIDGE PARTNERS,,,,72210.0,59375.0,,96.0,9362,1.0000005
583,583,893,Estates at San Antonio,"6515 West Hausman Road, San Antonio, TX 78249",San Antonio,TX,United States,78249.0,Apartment,,Garden / Low-Rise,No,San Antonio,Far Northwest,104.0,Units,2019-01-15,1.0,17.4,$,"167,307.69",,B,0.0524213,Annualized,No,,No,,CBRE Group,10.128,2.0,0.0,8.0,2010.0,,0.95,0.06226248,0.06174611,0.05952846,,,Yes,Centaline Commercial,,,,Wafra,,,,893,532835,17400000.0,17400000.0,84350,Apartment,The Estates at San Antonio,2019-01-08,1.0,,6515 W Hausman Rd,PREISS,CENTALINE INVESTMENT MANAGEMENT,,,ASPEN HEIGHTS,,,,78249.0,167307.6923,,104.0,7367,0.98162127
584,584,894,Southwinds Point,"50 Evergreen Way, Stockbridge, GA 30281",Stockbridge,GA,United States,30281.0,Apartment,,Garden / Low-Rise,No,Atlanta,Clayton / Henry,240.0,Units,2019-01-15,1.0,28.35,$,"118,125.00",,C+,0.0621182,Trailing 12 months,No,,No,,JLL,20.0,3.0,0.0,15.0,1993.0,2016.0,0.98,0.05534022,0.06239398,0.06399963,,,Yes,Western Wealth Capital,,,,PointOne Holdings,,,,894,165334,28350000.0,28350000.0,48622,Apartment,Southwinds Point,2019-01-10,1.0,,50 Evergreen Way,WESTERN WEALTH CAPITAL,,,,POINTONE HOLDING,,,,30281.0,118125.0,268418.0,240.0,4074,0.9999999
585,585,895,Southwest Village,"3295 South Virginia Street, Reno, NV 89502",Reno,NV,United States,89502.0,Apartment,,Garden / Low-Rise,No,Reno,,332.0,Units,2019-01-15,1.0,35.35,$,"106,475.90",,,0.0545,As Reported,No,,No,,Marcus & Millichap IPA,11.5,2.0,0.0,,1972.0,,,,,,,,Yes,Lincoln Capital,,,,PacifiCap Properties Group,,,,895,127127,35350000.0,35350000.0,37302,Apartment,Southwest Village,2019-01-15,1.0,,3295 S Virginia St,LINCOLN AVE CAPITAL,,,,PACIFICAP PROPERTIES GROUP,,,,89509.0,106475.9036,317045.0,332.0,3085,1.0000005
587,587,900,Paseo Park,"5205 West Thunderbird Road, Glendale, AZ 85306",Glendale,AZ,United States,85306.0,Apartment,,Garden / Low-Rise,No,Phoenix,Glendale,480.0,Units,2019-01-15,1.0,62.4,$,"130,000.00",,B,0.05756229,Trailing 12 months,No,,No,,CBRE Group,12.0,2.0,0.0,24.0,1986.0,2016.0,0.98,0.05236236,0.05639546,0.05697936,,,Yes,Knightvest Capital,,,,TIAA,,,,900,171527,62400000.0,62400000.0,50501,Apartment,Paseo Park,2019-01-25,1.0,,5205 W Thunderbird Rd,KNIGHTVEST CAPITAL,,,,TIAA,,,,85304.0,130000.0,237254.0,480.0,4233,1.0000001
588,588,901,Park Crescent,"6450 Crescent Way, Norfolk, VA 23513",Norfolk,VA,United States,23513.0,Apartment,,Garden / Low-Rise,No,Norfolk / Hampton Roads,,400.0,Units,2019-01-15,1.0,57.2,$,"143,000.00",,,0.05943053,Trailing 12 months,No,,No,,CBRE Group; Colliers,,3.0,0.0,,1991.0,,0.95,,,,,,Yes,Croatan Investments,,,,Gumenick Properties,,,,901,900712,57200000.0,57200000.0,108316,Apartment,Park Crescent Apartments,2019-01-10,1.0,,6450 Crescent Way,CROATAN INVESTMENT,,,,GUMENICK PROPERTIES,,,,23513.0,143000.0,,400.0,9971,0.8863014
590,590,904,Modera Hopkinton,"5 Constitution Court, Hopkinton, MA 01748",Hopkinton,MA,United States,1748.0,Apartment,,,No,Boston,West,280.0,Units,2019-01-15,1.0,93.2,$,"332,857.14",,A-,0.03919882,Green Street Market Estimate,No,,No,,HFF,,,0.0,,,,,0.05537554,0.05535085,0.0517009,,,Yes,General Investment & Development Cos.,,,,,,,,904,1281904,93200000.0,93200000.0,130686,Apartment,Modera Hopkinton,2019-01-24,1.0,,5 Constitution Ct,GID,,,,MILL CREEK RESIDENTIAL,ELITE INTERNATIONAL INVESTMENT,,,1748.0,332857.1429,319148.0,280.0,12470,1.0
591,591,905,Metro Six55,"655 West Tennyson Road, Hayward, CA 94544",Hayward,CA,United States,94544.0,Apartment,,Garden / Low-Rise,No,Oakland-East Bay,San Leandro,188.0,Units,2019-01-15,1.0,70.6,$,"375,531.91",,B-,0.05294663,Green Street Market Estimate,No,,No,,Newmark Group,,3.0,0.0,,,,,0.05655737,0.0621681,0.06324695,,,Yes,Prime Group,,,,Jackson Square Properties,,,,905,193211,70600000.0,70600000.0,57054,Apartment,Metro Six55 Apartments,2019-01-10,1.0,,655 Tennyson Rd,PRIME GROUP,,,,JACKSON SQUARE,,,,94544.0,375531.9149,168924.0,188.0,4837,0.8927058
592,592,906,Landing,"4800 East Interstate 240 Service Road, Oklahoma City, OK 73135",Oklahoma City,OK,United States,73135.0,Apartment,,Garden / Low-Rise,No,Oklahoma City,,252.0,Units,2019-01-15,1.0,32.0,$,"126,984.13",,,,,No,,No,,Newmark Group,,2.0,0.0,,,,,,,,,,Yes,,,,,,,,,906,849674,32000000.0,32000000.0,104744,Apartment,The Landing,2019-01-11,1.0,,4800 E Interstate 240 Service Rd,SALLEY TRUST,,,,SQUARE DEAL INVESTMENT,,,,73135.0,126984.127,,252.0,9557,0.9137908
593,593,908,Ladera Palms,"4500 Campus Drive, Fort Worth, TX 76119",Fort Worth,TX,United States,76119.0,Apartment,,Garden / Low-Rise,No,Dallas / Fort Worth,Southeast Fort Worth,784.0,Units,2019-01-15,1.0,48.5,$,"61,862.24",,B+,0.06685316,Trailing 12 months,No,,No,,Newmark Group,,2.0,0.0,,1983.0,,0.92,0.05603406,0.05831268,0.0669007,,,Yes,Federal Capital Partners,,,,,,,,908,156924,57000000.0,57000000.0,46120,Apartment,Ladera Palms Apartments ,2019-01-08,1.0,,4500 Campus Dr,FEDERAL CAPITAL,,,,POST INVESTMENT GROUP,,,,76119.0,72704.0816,653043.0,784.0,3829,0.8603753
594,594,910,IMT Sonoma Hills,"14619 Casita Ridge, Winter Garden, FL 34787",Winter Garden,FL,United States,34787.0,Apartment,,Garden / Low-Rise,No,Orlando,Southwest,340.0,Units,2019-01-15,1.0,73.0,$,"214,705.88",,A-,0.04791229,Trailing 12 months,No,,No,,Newmark Group,,2.0,0.0,,2018.0,,0.98,0.05617618,0.0543473,0.05408708,,,Yes,Investors Management Group,,,,RockHarbor Residential,,,,910,1305481,73000000.0,73000000.0,132780,Apartment,IMT Sonoma Hills  ,2019-01-10,1.0,,14619 Casita Ridge,INVESTORS MANAGEMENT,,,,ROCKHARBOR RES,,,,34787.0,214705.8824,329800.0,340.0,12749,0.99999994
595,595,911,Glenn,"10801 Heather Ridge Circle, Orlando, FL 32817",Orlando,FL,United States,32817.0,Apartment,,Garden / Low-Rise,No,Orlando,Northeast,396.0,Units,2019-01-15,1.0,64.75,$,"163,510.10",,B+,0.05,As Reported,No,,No,,CBRE Group,30.2284,3.0,0.0,22.0,1986.0,2015.0,0.98,0.05617618,0.05689134,0.0576543,,,Yes,Horizon Realty Advisors,,,,Insula Cos.,,,,911,17237,64750000.0,64750000.0,4541,Apartment,The Glenn  ,2019-01-14,1.0,,10801 Heather Ridge Cir,HORIZON REALTY ADVISORS,,,,INSULA,,,,32817.0,163510.101,334538.0,396.0,345,0.9205695
596,596,913,Finley at Fairfax Corner,"4457 Oakdale Crescent Court, Fairfax, VA 22030",Fairfax,VA,United States,22030.0,Apartment,,,No,D.C. Metro,Fairfax,460.0,Units,2019-01-15,1.0,133.5,$,"290,217.39",,A-,0.04266575,Green Street Market Estimate,No,,No,,Eastdil Secured,,,0.0,,,,,0.05817774,0.05584591,0.05786144,,,Yes,CBRE Investment Management, New York State Teachers Retirement System,,,Crow Holdings,,,,913,156055,133500000.0,133500000.0,45896,Apartment,Finley at Fairfax Corner,2019-01-01,1.0,,4457 Oakdale Crescent Ct,CBRE GLOBAL INVESTORS,,,,CROW HOLDING,,,,22030.0,290217.3913,464995.0,460.0,3812,1.0000004
597,597,914,Cortland Whitehall,"14200 Brown Grier Road, Charlotte, NC 28273",Charlotte,NC,United States,28273.0,Apartment,,Garden / Low-Rise,No,Charlotte,Southwest,271.0,Units,2019-01-15,1.0,53.2,$,"196,309.96",,B,0.04984464,Green Street Market Estimate,No,,No,,Newmark Group,14.0,3.0,0.0,1.0,,,,0.05534501,0.05860388,0.05905706,,,Yes,Cortland,,,,Two Capital Partners,,,,914,912386,53200000.0,53200000.0,108965,Apartment,Cortland Whitehall,2019-01-11,1.0,,9214 Christy Joy Dr,CORTLAND,,,,TWO CAPITAL PARTNERS,,,,28273.0,196309.9631,261900.0,271.0,10099,1.0000004
598,598,916,Cadence Music Factory,"630 North Carolina Music Factory Boulevard, Charlotte, NC 28206",Charlotte,NC,United States,28206.0,Apartment,,Mid-Rise,Yes,Charlotte,Northeast,205.0,Units,2019-01-15,1.0,38.5,$,"187,804.88",,B,0.05571388,Green Street Market Estimate,No,,No,,Newmark Group,,5.0,0.0,,,,,0.05534501,0.05872738,0.0647268,,,Yes,Harlan Enterprises,,,,ARK Group, Woodfield Development,,,916,1215011,38500000.4,38500000.4,121398,Apartment,Cadence Music Factory,2019-01-24,1.0,,630 N Carolina Music Factory Blvd,HARLAN ENTERPRISES,,,,ARK GROUP,WOODFIELD INVESTMENT,,,28206.0,187804.88,235000.0,205.0,11581,1.0000004
599,599,918,Alcove at the Islands,"1300 West Warner Road, Gilbert, AZ 85233",Gilbert,AZ,United States,85233.0,Apartment,,Garden / Low-Rise,No,Phoenix,Chandler / Gilbert,272.0,Units,2019-01-15,1.0,48.6,$,"178,676.47",,A-,0.05,As Reported,No,,No,,CBRE Group,12.0,2.0,0.0,17.0,,,0.94,0.05236236,0.05100333,0.0535809,,,Yes,Acacia Capital,,,,P.B. Bell,,,,918,547555,48600000.0,48600000.0,85561,Apartment,Alcove at The Islands,2019-01-15,1.0,,1300 W Warner Rd,ACACIA CAPITAL,,,,PB BELL AND ASSOC,SUD GROUP OF,,,85233.0,178676.4706,236640.0,272.0,7485,0.9999994
600,600,919,Advenir at Mayfield,"3200 Bromley Place, Midland, TX 79705",Midland,TX,United States,79705.0,Apartment,,Garden / Low-Rise,No,"Midland, TX",,300.0,Units,2019-01-15,1.0,54.8,$,"182,666.67",,,0.07162904,Trailing 12 months,No,,No,,Newmark Group,,3.0,0.0,,2008.0,,0.99,,,,,,Yes,Advenir,,,,,,,,919,421468,55500000.0,55500000.0,75784,Apartment,Advenir at Mayfield,2019-01-09,1.0,,3200 Bromley Pl,ADVENIR,,,,STONELEIGH,,,,79705.0,185000.0,273666.0,300.0,6404,0.99999934
601,601,923,Autumn Cove,"350 Crossing Boulevard, Orange Park, FL 32073",Orange Park,FL,United States,32073.0,Apartment,,Garden / Low-Rise,No,Other,,288.0,Units,2019-01-15,1.0,,,,,,0.04134615,Annualized,Yes,,No,,Walker & Dunlop,,3.0,0.0,,1986.0,2015.0,0.94,,,,,,Yes,Carroll Organization,,,,Elco Landmark Residential, Legacy Capital Partners,,,923,132815,24327578.88,24327578.88,38988,Apartment,Autumn Cove,2019-01-24,1.0,,350 Crossing Blvd,CARROLL ORGANIZATION,,,,ELECTRA,LEGACY CAPITAL PARTNERS,,,32073.0,84470.76,296311.0,288.0,3213,0.9999996
602,602,924,Hillside Village,"2196 Kendall Drive, San Bernardino, CA 92407",San Bernardino,CA,United States,92407.0,Apartment,,Garden / Low-Rise,No,Other,,80.0,Units,2019-01-14,1.0,11.0,$,"137,500.00",,,,,No,,No,Lee & Associates,Lee & Associates,,2.0,0.0,,1985.0,,0.966,,,,,,Yes,Tower 16 Capital Partners,,,,,,,,924,88164,11000000.0,11000000.0,25843,Apartment,Hillside Village,2019-01-11,1.0,,2196 Kendall Dr,TOWER 16 CAPITAL PARTNERS,HENLEY,,,SIDHAL,,,,92407.0,137500.0,62496.0,80.0,2144,0.99999976
603,603,925,Veranda,"155 Veranda Way, Mount Dora, FL 32757",Mount Dora,FL,United States,32757.0,Apartment,,Garden / Low-Rise,No,Other,,208.0,Units,2019-01-14,1.0,23.75,$,"114,182.69",,,0.05483391,Annualized,No,,No,,Berkadia,,2.0,0.0,,2005.0,,0.99,,,,,,Yes,,,,,,,,,925,55204,23750000.0,23750000.0,15813,Apartment,Veranda Apartments,2019-01-14,1.0,,155 Veranda Way,ALCURT REALTY GROUP,,,,RATH HARPER AND ASSOC,,,,32757.0,114182.6923,172224.0,208.0,1294,0.8966408
604,604,926,Creekside at Taskers Chance,"100 Burgess Hill Way, Frederick, MD 21702",Frederick,MD,United States,21702.0,Apartment,,Garden / Low-Rise,No,Other,,120.0,Units,2019-01-14,1.0,11.8,$,"98,333.33",,,0.06194794,Annualized,No,,No,,CBRE Group,,3.0,0.0,,1995.0,,0.95,,,,,,Yes,BurnBrae Companies,,,,,,,,926,414357,11800000.0,11800000.0,75165,Apartment,Creekside At Taskers Chance,2019-01-10,1.0,,100 Burgess Hill Way,THE BURNBRAE,,,,CAPREIT,,,,21702.0,98333.3333,101604.0,120.0,6341,1.0000001
605,605,927,Windham Chase,"12401 Horizon Village Drive, St. Louis, MO 63138",St. Louis,MO,United States,63138.0,Apartment,,Garden / Low-Rise,No,St. Louis,Florissant / North County,218.0,Units,2019-01-14,1.0,5.18,$,"23,738.53",,C,0.06674973,Green Street Market Estimate,No,,No,,CBRE Group,12.07,3.0,0.0,8.0,,,,0.06331398,0.07060833,0.071162,,,Yes,,,,,,,,,927,1382043,5175000.0,5175000.0,141461,Apartment,Windham Chase,2019-01-14,1.0,,12350 Horizon Village Dr,TEH REALTY,,,,KOHNER PROPERTIES,,,,63138.0,23416.2896,,221.0,13871,1.0000002
606,606,929,Mark on Eighth,"285 8th Avenue North, Seattle, WA 98109",Seattle,WA,United States,98109.0,Apartment,,,No,Seattle,South Lake Union,174.0,Units,2019-01-14,1.0,74.0,$,"425,287.36",,A,0.0377034,Green Street Market Estimate,No,,No,,Eastdil Secured,0.3278,,0.0,1.0,,,,0.05582391,0.0526355,0.05308123,,,Yes,Equity Residential,,,,MacFarlane Partners,,,,929,571218,74031866.6667,74031866.6667,88111,Apartment,Mark on 8th,2019-01-01,1.0,,777 Thomas St,EQUITY RESIDENTIAL,,,,MACFARLANE PARTNERS,,,,98109.0,425470.4981,195903.0,174.0,7738,0.9425827
607,607,930,Integra River Run,"14050 Integra Drive, Jacksonville, FL 32218",Jacksonville,FL,United States,32218.0,Apartment,,Mid-Rise,No,Jacksonville,Northside,300.0,Units,2019-01-14,1.0,54.0,$,"180,000.00",,B+,0.04572507,Trailing 12 months,No,,No,,CBRE Group,18.1109,4.0,0.0,13.0,2017.0,,0.97,0.059236,0.0626652,0.06367671,,,Yes,EBSCO Income Properties,,,,Integra Land Co.,,,,930,905444,54000000.0,54000000.0,108545,Apartment,Integra River Run,2019-01-10,1.0,,14050 Integra Dr,EBSCO INDUSTRIES,,,,INTEGRA LAND,SACHS INVESTING CO SACHS PALIN,,,32218.0,180000.0,405000.0,300.0,10008,0.9999996
