,Unnamed: 0.1,Unnamed: 0,Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
3528,3528,246,Three Paramount Plaza,"7831 Glenroy Road, Minneapolis, MN 55439",Minneapolis,MN,United States,55439.0,Office,,,No,Minneapolis,Southwest,102000.0,SF,2019-05-22,1.0,5.95,$,58.33,,B,0.05330383,Green Street Market Estimate,No,,No,,Cushman & Wakefield,3.53,,0.0,1.0,1983.0,,0.62,0.1145,0.11191751,0.10128344,,,Yes,Ryan Cos.,,,,Hudson Advisors,,,,5965,210052,5950000.0,5950000.0,62089,Office,Three Paramount Plaza,2019-05-22,1.0,,7831 Glenroy Rd,RYAN,,,,LONE STAR,,,,55439.0,78.7808,75526.0,,5251,1.0000006
3530,3530,251,Fusion,"1950 Camino Vida Roble, Carlsbad, CA 92008",Carlsbad,CA,United States,92008.0,Office,Flex Office,,No,San Diego,Oceanside,121541.0,SF,2019-05-21,1.0,20.2,$,166.2,,B+,0.06031569,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0.0,,1996.0,,0.17,0.101,0.10361402,0.09945878,,,Yes,Stos Partners,,,,Buchanan Street Partners,,,,5970,75618,20200000.0,20200000.0,21978,Office,Fusion,2019-05-21,1.0,,1950 Camino Vida Roble,RPG,,,,BUCHANAN ST PARTNERS,,,,92008.0,166.1991,121541.0,,1822,0.9999996
3531,3531,253,Monaco Towers,"925 South Niagara Street, Denver, CO 80224",Denver,CO,United States,80224.0,Office,,,No,Denver,DTC / Southeast,63000.0,SF,2019-05-21,1.0,5.8,$,92.06,,A-,0.06973926,Green Street Market Estimate,No,,No,,CBRE Group,1.6575,,0.0,1.0,,,,0.103,0.09732752,0.10036057,,,Yes,,,,,,,,,5972,227705,5800000.0,5800000.0,67450,Office,Monaco Tower,2019-05-21,1.0,,925 S Niagara St,BENJAMIN BORGERS,,,,STABILIS CAPITAL MANAGEMENT,,,,80224.0,89.2143,65012.0,,5684,0.94987077
3532,3532,255,UpCycle,"2498 East 6th Street, Austin, TX 78702",Austin,TX,United States,78702.0,Office,CBD Office,Low-Rise,No,Austin,East,81660.0,SF,2019-05-21,1.0,49.25,$,603.11,,A-,0.05968869,Green Street Market Estimate,No,,No,,HFF,3.0,2.0,0.0,1.0,1971.0,2018.0,1.0,0.101,0.10216231,0.09856547,,,Yes,JMB Realty Corp.,,,,"EverWest Real Estate Investors, LLC", George Oliver Cos., WHI Real Estate Partners,,5974,1339023,49240000.0,49240000.0,137005,Office,Upcycle,2019-05-21,1.0,,2416 E 6 St,JMB FINANCIAL ADVISORS,,,,EVERWEST REAL ESTATE INVESTORS,WHI REAL ESTATE PARTNERS,GEORGE OLIVER,,78702.0,602.6116,81711.0,,13193,1.0000002
3534,3534,258,Vista,"9201 East Dry Creek Road, Englewood, CO 80112",Englewood,CO,United States,80112.0,Office,CBD Office,Mid-Rise,No,Denver,DTC / Southeast,128500.0,SF,2019-05-20,1.0,40.1,$,312.06,,A-,0.06626163,Green Street Market Estimate,No,,No,,CBRE Group,9.0838,4.0,0.0,1.0,2001.0,,1.0,0.103,0.09732752,0.10036057,,,Yes,Kawa Capital Management,,,,Lexington Realty Trust,,,,5977,610942,7300000.0,7300000.0,90648,Apartment,Vista,2019-06-04,1.0,,8747 Sepulveda Blvd,POSITIVE INVESTMENT,,,,SNF MANAGEMENT,,,,91343.0,192105.2632,34000.0,38.0,8094,1.0000007
3535,3535,260,1333 Broadway,"1333 Broadway, Oakland, CA 94612",Oakland,CA,United States,94612.0,Office,,,No,Oakland-East Bay,Oakland-East Bay (CBD),252000.0,SF,2019-05-20,1.0,117.0,$,464.29,,A-,0.03243785,Trailing 12 months,No,,No,,Eastdil Secured; HFF,1.0,,0.0,1.0,1973.0,,0.94,0.1085,0.10621216,0.10621216,,,Yes,Swift Real Estate Partners,,,,CIM Group,,,,5979,40397,115286666.6667,115286666.6667,11432,Office,1333 Broadway,2019-05-16,1.0,,1333 Broadway,SWIFT REALTY PARTNERS,,,,CIM GROUP,,,,94612.0,457.3416,252080.0,,935,1.0000002
3536,3536,266,Lumber Exchange Building,"Minneapolis, MN 55401",Minneapolis,MN,United States,55401.0,Office,,,No,Minneapolis,Minneapolis (CBD),235000.0,SF,2019-05-17,1.0,24.25,$,103.19,,B-,0.06194162,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0.0,,,,,0.1145,0.11755346,0.11011694,,,Yes,R2 Cos.,,,,Ken Sherman,,,,5985,1209594,24250000.0,24250000.0,120589,Office,Lumber Exchange Building,2019-05-17,1.0,,417 Hennepin Ave,R2,GERARD ALEXANDER,,,THE SHERMAN GROUP,,,,55402.0,94.9926,255283.0,,11496,1.0
3537,3537,268,1&5 The Mountain Road,"1 The Mountain Road, Framingham, MA 01701",Framingham,MA,United States,1701.0,Office,,,No,Boston,West,153000.0,SF,2019-05-17,1.0,20.47,$,133.79,,A,0.05803371,Green Street Market Estimate,No,,No,,CBRE Group,11.0,,0.0,1.0,,,,0.0965,0.09706003,0.10091476,,,Yes,King Street Properties,,,,Genzyme Corp.,,,,5987,1402204,20470000.0,20470000.0,143217,Office,1 The Mountain Road,2019-05-17,1.0,,1 the Mountain Rd,KING ST PROPERTIES,CARLYLE GROUP,,,GENZYME,,,,1701.0,133.6162,153200.0,,15410,0.8650846
3538,3538,269,One Sugar Creek Center,"One Sugar Creek Center Boulevard, Sugar Land, TX 77478",Sugar Land,TX,United States,77478.0,Office,,,No,Other,,194000.0,SF,2019-05-17,1.0,39.77,$,204.98,,,0.06841458,Trailing 12 months,No,,No,,HFF,,,0.0,,1983.0,2017.0,0.85,,,,,,Yes,Glazer Properties,,,,Equus Capital Partners,,,,5988,1211665,41100000.0,41100000.0,120905,Office,Sugar Creek Center,2019-05-17,1.0,,1 Sugar Creek Center Blvd,GLAZER PROPERTIES,,,,EQUUS CAPITAL PARTNERS,,,,77478.0,211.86,193996.0,,11523,0.8703958
3539,3539,270,711 Atlantic Avenue,"711 Atlantic Avenue, Boston, MA 02111",Boston,MA,United States,2111.0,Office,,,No,Boston,Financial District,81000.0,SF,2019-05-17,1.0,68.5,$,845.68,,A+,0.04793174,Green Street Market Estimate,No,,No,,Eastdil Secured,,,0.0,,,,,0.0965,0.09073237,0.0912041,,,Yes,Plymouth Rock Assurance,,,,JPMorgan Asset Management,,,,5989,201065,68500000.0,68500000.0,59420,Office,711 Atlantic Avenue,2019-05-17,1.0,,711 Atlantic Ave,ASSET PRESERVATION,,,,JP MORGAN,,,,2111.0,822.2598,83307.0,,5041,1.0
3541,3541,280,Towers of Kenwood,"8044 Montgomery Road, Cincinnati, OH 45236",Cincinnati,OH,United States,45236.0,Office,CBD Office,Mid-Rise,No,Cincinnati,Blue Ash,404425.0,SF,2019-05-16,1.0,78.78,$,194.79,,B,0.08742574,Green Street Market Estimate,No,,No,,Cushman & Wakefield,4.701,9.0,0.0,,,,0.97,0.1215,0.11872285,0.12132258,,,Yes,DRA Advisors, Viking Partners,,,Hines, Oaktree Capital Management,,,5999,213516,78777162.0,78777162.0,63155,Office,Towers of Kenwood,2019-05-07,1.0,,8044 Montgomery Rd,VIKING PARTNERS,DRA ADVISORS,,,HINES,OAKTREE,,,45243.0,194.5648,404889.0,,5336,1.0000005
3542,3542,281,Presidential Tower,"2511 Virginia 110, Arlington, VA 22202",Arlington,VA,United States,22202.0,Office,,,No,D.C. Metro,Pentagon City / Crystal City,349000.0,SF,2019-05-16,1.0,123.2,$,353.01,,B+,0.04935929,Green Street Market Estimate,No,,No,,Newmark Group,,,0.0,,,,,0.1075,0.10236366,0.10037044,,,Yes,Starwood Capital Group, Vanderbilt Partners,,,Beacon Capital Partners,,,,6000,102837,123200000.0,123200000.0,30230,Office,Presidential Tower,2019-05-15,1.0,,2511 Jefferson Davis Hwy,STARWOOD CAPITAL,,,,BEACON CAPITAL PARTNERS,,,,22202.0,370.0489,332929.0,,2523,1.0000004
3543,3543,282,300 Lafayette Street,"300 Lafayette Street, New York, NY 10012",New York,NY,United States,10012.0,Office,,,Yes,New York,Midtown South,79000.0,SF,2019-05-16,1.0,125.0,$,"1,582.28",,A++,0.03765447,Green Street Market Estimate,No,,No,,JLL; Newmark Group,,,0.0,,,,0.89,0.0995,0.09352104,0.09352104,,,Yes,Nightingale Properties, Wafra Investment Advisory Group,,,LargaVista Cos., Related Cos.,,,6001,843155,130000000.0,130000000.0,104026,Office,300 Lafayette Street,2019-05-15,1.0,leasehold,137 Crosby St,NIGHTINGALE PROPERTIES,WAFRA,,,RELATED,LARGAVISTA,,,10012.0,1625.0,80000.0,,9507,0.9999996
3544,3544,283,20 Greenway Plaza,"20 Greenway Plaza, Houston, TX 77046",Houston,TX,United States,77046.0,Office,,,No,Houston,Greenway,433000.0,SF,2019-05-16,1.0,87.9,$,203,,A+,0.06208234,Green Street Market Estimate,No,,No,,HFF,,,0.0,,,,,0.1215,0.10411264,0.10459214,,,Yes,Stockdale Capital Partners,,,,Principal Global Investors,,,,6002,77669,90611214.4,90611214.4,22631,Office,20 Greenway Plaza,2019-05-16,1.0,,20 Greenway Plz,STOCKDALE CAPITAL PARTNERS,,,,PRINCIPAL FINANCIAL,,,,77027.0,209.2,433132.0,,1871,1.0000001
3545,3545,287,Village at Leesburg (Office portion),"1608 Village Market Boulevard Southeast, Leesburg, VA 20175",Leesburg,VA,United States,20175.0,Office,,,Yes,Other,,120000.0,SF,2019-05-15,1.0,25.9,$,215.83,,,,,No,,No,,Avison Young,,,0.0,,,,,,,,,,Yes,Friedman Realty,,,,Carlyle Group,,,,6006,1329409,25900000.0,25900000.0,135736,Office,Village at Leesburg,2019-05-15,1.0,,1602 Village Market Blvd SE,FRIEDMAN CAPITAL,,,,CYPRESS EQUITIES,,,,20175.0,215.589,120136.0,,13067,0.8732471
3546,3546,288,Pierre Laclede Center 1&2,"7733 Forsyth Boulevard, Clayton, MO 63105",Clayton,MO,United States,63105.0,Office,,,No,St. Louis,Clayton / Mid-County,580000.0,SF,2019-05-15,1.0,95.0,$,163.79,,A-,0.07057076,Green Street Market Estimate,No,,No,,HFF,,,0.0,,,,,0.123,0.1108667,0.10363035,,,Yes,Lingerfelt CommonWealth Partners,,,,KBS REIT 2,,,,6007,208741,93350000.0,93350000.0,61694,Office,Pierre Laclede Center,2019-04-29,1.0,,7701-7733 Forsyth Blvd,LINGERFELT COMMONWEALTH,,,,KBS REIT II,,,,63105.0,160.991,579846.0,,5216,0.94452095
3547,3547,289,Market Square,"111 West Saint John Street, San Jose, CA 95113",San Jose,CA,United States,95113.0,Office,,,No,San Jose,San Jose (CBD),309000.0,SF,2019-05-15,1.0,141.35,$,457.44,,B+,0.06208786,Green Street Market Estimate,No,,No,,Newmark Group,0.4637,,0.0,1.0,,,,0.1065,0.11550812,0.11153434,,,Yes,Rubicon Point Partners,,,,Ridge Capital, UBS Global Asset Management,,,6008,20910,141350000.0,141350000.0,5674,Office,Market Square,2019-04-30,1.0,,111 N Market St,RUBICON POINT PARTNERS,,,,RIDGE CAPITAL INVESTORS,UBS,,,95113.0,457.3723,309048.0,,438,1.0000002
3548,3548,291,Evergreen Office Park,"10940 Northeast 33rd Place, Bellevue, WA 98004",Bellevue,WA,United States,98004.0,Office,,,No,Seattle,Bellevue CBD,86000.0,SF,2019-05-15,1.0,32.15,$,373.84,,A++,0.05200605,Green Street Market Estimate,No,,No,,Kidder Mathews; Newmark Group,,,0.0,,,,,0.0995,0.09315627,0.09315627,,,Yes,Smartcap,,,,PCCP,,,,6010,18126,32150000.0,32150000.0,4828,Office,Evergreen Office Park I & II,2019-05-24,1.0,,10940-11000 NE 33rd Pl,SMARTCAP GROUP,,,,PCCP (PACIFIC COAST),,,,98004.0,375.0758,85716.0,,370,0.89038587
3549,3549,292,Colman Building,"811 1st Avenue, Seattle, WA 98104",Seattle,WA,United States,98104.0,Office,,,No,Seattle,Seattle (CBD),139000.0,SF,2019-05-15,1.0,36.99,$,266.12,,A-,0.05909966,Annualized,No,,No,,Newmark Group,,,0.0,,1900.0,2014.0,0.82,0.0995,0.10273713,0.11261301,,,Yes,Unico Properties,,,,Goodman Real Estate,,,,6011,214488,36993333.3333,36993333.3333,63411,Office,Colman Building,2019-05-15,1.0,,811 1st Ave,UNICO PROPERTIES,,,,GOODMAN REAL ESTATE,,,,98104.0,261.0017,141736.0,,5356,1.0000002
3550,3550,293,Centerpointe 1&2,"4000 Legato Road, Fairfax, VA 22033",Fairfax,VA,United States,22033.0,Office,,,No,D.C. Metro,Fairfax,422000.0,SF,2019-05-15,1.0,122.0,$,289.1,,B+,0.075,As Reported,No,,No,,CBRE Group,7.0,,0.0,1.0,,,0.99,0.1075,0.10047334,0.10333899,,,Yes,Manulife US REIT,,,,Carr Properties,,,,6012,144649,122000000.0,122000000.0,42540,Office,Centerpointe I & II,2019-05-01,1.0,,4000-4050 Legato Rd,MANULIFE US REIT,,,,ALONY HETZ,,,,22033.0,289.1962,421859.0,,3541,0.947025
3551,3551,294,Brentwood Gateway,"11611 San Vicente Boulevard, Los Angeles, CA 90049",Los Angeles,CA,United States,90049.0,Office,,,No,Los Angeles,San Fernando Valley,105000.0,SF,2019-05-15,1.0,58.0,$,552.38,,A-,0.06,As Reported,No,,No,,Newmark Group,,,0.0,,1977.0,,,0.1015,0.10228194,0.09214085,,,Yes,Fortress Investment Group,,,,Vintage Capital Group,,,,6013,808433,58000000.0,58000000.0,101064,Office,Brentwood Gateway Office Building,2019-05-08,1.0,leasehold,11611 San Vicente Blvd,FORTRESS,,,,VINTAGE CAPITAL GROUP,,,,90049.0,578.2421,100304.0,,9209,0.8745703
3552,3552,296,24-28 West 25th Street,"24 West 25th Street, New York, NY 10010",New York,NY,United States,10010.0,Office,,,No,New York,Midtown South,133000.0,SF,2019-05-15,1.0,107.35,$,807.14,,A++,0.03765447,Green Street Market Estimate,No,,No,,Eastdil Secured,,,0.0,,,,,0.0995,0.09352104,0.09352104,,,Yes,Savanna,,,,Unizo Holdings Co.,,,,6015,655717,107350000.0,107350000.0,93509,Office,24 West 25th Street,2019-05-23,1.0,,24 And 28 W 25th St,SAVANNA,,,,UNIZO HOLDING,,,,10010.0,902.5256,118944.0,,8319,0.9455901
3553,3553,297,23 Pasteur,"23 Pasteur, Irvine, CA 92618",Irvine,CA,United States,92618.0,Office,,,No,Orange County,South County,125000.0,SF,2019-05-15,1.0,28.0,$,224,,A,0.05187967,Green Street Market Estimate,No,,No,,Eastdil Secured,,,0.0,,,,,0.1025,0.09940914,0.09451053,,,Yes,Fred Taylor,,,,Wells Fargo,,,,6016,948355,28000000.0,28000000.0,110547,Office,23 Pasteur,2019-05-14,1.0,,23 Pasteur,TGS MANAGEMENT,,,,WELLS FARGO,,,,92618.0,224.0,125000.0,,10290,0.99999946
3556,3556,300,420 Delaware Drive,"420 Delaware Drive, Fort Washington, PA 19034",Fort Washington,PA,United States,19034.0,Office,CBD Office,Low-Rise,No,Philadelphia,Blue Bell / Plymouth,26467.0,SF,2019-05-14,1.0,11.9,$,449.62,,A,0.06399747,Green Street Market Estimate,No,,No,,,,3.0,,1.0,2006.0,,,0.117,0.10797891,0.10504435,,,Yes,,,,,,,,,6019,500129,11900000.0,11900000.0,81626,Office,420 Delaware Drive,2019-05-14,1.0,,420 Delaware Dr,ACTS,,,,GREENFIELD PARTNERS,,,,19034.0,158.6667,75000.0,,7027,0.9999999
3557,3557,302,Jericho Plaza,"1 Jericho Plaza, Jericho, NY 11753",Jericho,NY,United States,11753.0,Office,Suburban Office,Low-Rise,No,Long Island,East Nassau,665572.0,SF,2019-05-14,1.0,,$,237.77,,B+,,,Yes,,No,,,,3.0,0.0,,1980.0,,,0.1255,0.12000671,0.11128546,,,Yes,DRA Advisors,,,,,,,,6021,4647,158250000.0,158250000.0,567,Office,One Jericho Plaza,2019-05-14,1.0,partnership interest,1 Jericho Plz,DRA ADVISORS,,,,TACONIC CAPITAL,ONYX EQUITIES,CREDIT SUISSE,TRIANGLE CAPITAL GROUP,11753.0,248.7613,636152.0,,25,0.8872572
3558,3558,303,One Jericho Plaza,"1 Jericho Plaza, Jericho, NY 11753",Jericho,NY,United States,11753.0,Office,Suburban Office,Low-Rise,No,Long Island,East Nassau,310276.0,SF,2019-05-14,1.0,,,,,B+,,,Yes,,No,,,,3.0,0.0,,1980.0,,,0.1255,0.12000671,0.11128546,,,Yes,DRA Advisors,,,,,,,,6022,4647,158250000.0,158250000.0,567,Office,One Jericho Plaza,2019-05-14,1.0,partnership interest,1 Jericho Plz,DRA ADVISORS,,,,TACONIC CAPITAL,ONYX EQUITIES,CREDIT SUISSE,TRIANGLE CAPITAL GROUP,11753.0,248.7613,636152.0,,25,0.99999976
3559,3559,307,Gold Building,"1 Financial Plaza, Hartford, CT 06103",Hartford,CT,United States,6103.0,Office,CBD Office,High-Rise,No,Hartford,,621000.0,SF,2019-05-14,1.0,70.5,$,113.53,,,,,No,,No,,Avison Young,,26.0,0.0,1.0,,,,,,,,,Yes,,,,,Talcott Realty Investors,,,,6026,68541,8500000.0,8500000.0,19829,Office,Gold Building,2019-05-31,1.0,,1800 S Australian Ave,NATIONAL BUSINESS PARKS,,,,SF PARTNERS,,,,33409.0,190.6385,44587.0,,1645,0.9999996
3560,3560,308,4600 Norris Canyon Road,"4600 Norris Canyon Road, San Ramon, CA 94583",San Ramon,CA,United States,94583.0,Office,Flex Office,Park,No,Oakland-East Bay,Interstate 680 South,96535.0,SF,2019-05-14,1.0,37.25,$,385.87,,A+,,,No,,No,,Newmark Group,,2.0,0.0,7.0,,,1.0,0.1085,0.0991995,0.09904414,,,Yes,Madison Marquette Real Estate Services, SEDCO Capital,,,Cannae Partners, New York Life Insurance Co.,,,6027,1400767,37250000.0,37250000.0,143050,Industrial,4600 Norris Canyon Road,2019-05-10,1.0,,4600 Norris Canyon Rd,MADISONMARQUETTE,,,,NEW YORK LIFE,CANNAE PARTNERS,,,94583.0,361.0126,103182.0,,15253,0.9999998
3561,3561,309,10 Post Office Square,"10 Post Office Square, Boston, MA 02109",Boston,MA,United States,2109.0,Office,,,No,Boston,Financial District,452000.0,SF,2019-05-14,0.95,222.3,$,517.7,,A+,0.0468125,Green Street Market Estimate,No,,No,,Newmark Group,,,0.0,,,,,0.0965,0.09073237,0.09013093,,,Yes,NTT Urban Development,,,,LaSalle Investment Management,,,,6028,5668,236358350.0,236358350.0,910,Office,Ten Post Office Square,2019-05-13,1.0,,10 Post Office Sq,NTT URBAN DEVELOPMENT,SYNERGY REAL ESTATE SERVICES,,,LASALLE,,,,2109.0,544.2596,434275.0,,49,0.93558025
3562,3562,310,99 Bridge Street,"99 Bridge Street, Phoenixville, PA 19460",Phoenixville,PA,United States,19460.0,Office,,,No,Philadelphia,Exton / Malvern,31000.0,SF,2019-05-13,1.0,5.3,$,170.97,,B+,0.08,As Reported,No,,No,,Marcus & Millichap IPA,,,0.0,,,,,0.117,0.11820304,0.11515608,,,Yes,,,,,,,,,6029,666426,5300000.0,5300000.0,94605,Office,99 Bridge Street,2019-04-18,1.0,,99 Bridge St,DESIGN FACILITIES ASSOC GP,,,,MRA GROUP,,,,19460.0,141.4238,37476.0,1.0,8456,1.0
3563,3563,311,Desert Canyon 300,"2411 West Peoria Avenue, Phoenix, AZ 85029",Phoenix,AZ,United States,85029.0,Office,,,No,Phoenix,North Central,149000.0,SF,2019-05-13,1.0,22.5,$,151.01,,B,0.07986887,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0.0,,2000.0,,1.0,0.1085,0.11191362,0.11506862,,,Yes,Drawbridge Realty,,,,Bridge Investment Group,,,,6030,98848,22500000.0,22500000.0,29012,Office,Desert Canyon 300,2019-05-06,1.0,,2411 W Peoria Ave,DRAWBRIDGE REALTY,,,,BRIDGE INVESTMENT GROUP,,,,85029.0,151.4081,148605.0,,2422,1.0000001
3564,3564,312,4075 Sorrento Valley Road,"Sorrento Valley Road, San Diego, CA 92121",San Diego,CA,United States,92121.0,Office,,,No,San Diego,Sorrento Valley,40000.0,SF,2019-05-13,1.0,16.0,$,400,,A,0.05279763,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0.0,,,,,0.101,0.09256878,0.09256878,,,Yes,Alexandria Real Estate Equities,,,,LBA Realty,,,,6031,1241917,16000000.0,16000000.0,125586,Office,4075 Sorrento Valley Boulevard,2019-05-13,1.0,,4075 Sorrento Valley Blvd,ALEXANDRIA,,,,LBA REALTY,,,,92121.0,400.0,40000.0,,11990,0.95408905
3565,3565,313,Thousand Oaks Business Center,"2600 Thousand Oaks Boulevard, Memphis, TN 38118",Memphis,TN,United States,38118.0,Office,,,No,Memphis,Whitehaven / Airport,420000.0,SF,2019-05-13,1.0,14.0,$,33.33,,D,0.11226205,Green Street Market Estimate,No,,No,,CBRE Group,23.0,,0.0,1.0,,,,0.1255,0.14391408,0.14568416,,,Yes,Group RMC Corp.,,,,Talcott Realty Investors,,,,6032,107119,14000000.0,14000000.0,31465,Office,Thousand Oaks Business Center,2019-05-13,1.0,,2650 Thousand Oaks Blvd,GROUP RMC,,,,TALCOTT REALTY INVESTORS,,,,38118.0,33.3333,420000.0,,2623,1.0000004
3566,3566,315,Rexford Park 1&2,"2100 Rexford Road, Charlotte, NC 28211",Charlotte,NC,United States,28211.0,Office,CBD Office,,No,Charlotte,Cotswold,137000.0,SF,2019-05-13,1.0,24.45,$,178.47,,A,0.06038033,Green Street Market Estimate,No,,No,,CBRE Group,,,0.0,,,,0.21,0.107,0.09515477,0.09515477,,,Yes,CK Land Development Inc., Gottesman Real Estate Partners,,,LendingTree,,,,6034,1270138,24450000.0,24450000.0,128867,Office,Rexford Park I & II,2019-05-09,1.0,,2100 Rexford Rd,CHILDRESS KLEIN PROPERTIES,GOTTESMAN REAL ESTATE PARTNERS,,,LENDINGTREE DOUGLAS LEBDA,,,,28211.0,178.7124,136812.0,,12295,0.9492891
3567,3567,317,Galleria 100,"100 Galleria Parkway Southeast, Atlanta, GA 30339",Atlanta,GA,United States,30339.0,Office,,,Yes,Atlanta,Cumberland / Galleria,414000.0,SF,2019-05-13,1.0,97.2,$,234.78,,A+,0.061245,Green Street Market Estimate,No,,No,,CBRE Group,6.0,,0.0,2.0,,,,0.107,0.09713895,0.10251343,,,Yes,Piedmont Office Realty Trust,,,,Childress Klein Properties,,,,6036,892636,97200000.0,97200000.0,107939,Office,Galleria 100,2019-05-06,1.0,,100 Galleria Pkwy SE,PIEDMONT REIT,,,,CHILDRESS KLEIN PROPERTIES,WHI REAL ESTATE PARTNERS,,,30339.0,234.958,413691.0,,9932,1.0000001
3568,3568,320,155 East Shaw Avenue,"155 East Shaw Avenue, Fresno, CA 93710",Fresno,CA,United States,93710.0,Office,,,No,Fresno,,52000.0,SF,2019-05-10,1.0,5.3,$,101.92,,,,,No,,No,,Colliers,,,0.0,,,,,,,,,,Yes,,,,,,,,,6039,55093,5300000.0,5300000.0,15781,Office,155 East Shaw Avenue,2019-04-30,1.0,,155 E Shaw Ave,LANDVALUE MANAGEMENT,,,,CECOR DAVID C LABHARD CAMELA C LABHARD JOHN F CORIN,,,,93726.0,97.3048,54468.0,,1288,0.99999917
3569,3569,323,Platinum Park,"6080 Tennyson Parkway, Plano, TX 75024",Plano,TX,United States,75024.0,Office,,,No,Dallas / Fort Worth,Richardson / Plano / McKinney,166000.0,SF,2019-05-10,1.0,59.92,$,360.95,,B+,0.06172828,Green Street Market Estimate,No,,No,,CBRE Group,8.5272,,0.0,1.0,,,,0.112,0.10595998,0.09783094,,,Yes,James Campbell Co.,,,,Stream Realty Partners,,,,6042,1312282,61250000.0,61250000.0,133502,Office,Platinum Park,2019-05-03,1.0,,6080 Tennyson Pkwy,JAMES CAMPBELL,,,,STREAM REALTY,,,,75024.0,368.7427,166105.0,,12837,0.9999997
3570,3570,324,Marymoor Tech Center,"17275 Northeast 67th Court, Redmond, WA 98052",Redmond,WA,United States,98052.0,Office,,,No,Seattle,Kirkland / Redmond,79000.0,SF,2019-05-10,1.0,23.5,$,297.47,,A+,0.05200605,Green Street Market Estimate,No,,No,,Newmark Group,,,0.0,,,,,0.0995,0.09485257,0.09421064,,,Yes,Unico Properties,,,,Trinity Real Estate,,,,6043,65221,23500000.0,23500000.0,18806,Industrial,Marymoor Technology Center,2019-05-10,1.0,,17275 NE 67th Ct,UNICO PROPERTIES,,,,KEELER INVESTMENT,,,,98052.0,298.6934,78676.0,,1562,0.9729153
3571,3571,325,650 Clyde Court,"650 Clyde Court, Mountain View, CA 94043",Mountain View,CA,United States,94043.0,Office,,,No,San Jose,Mtn View / Los Altos,34606.0,SF,2019-05-10,1.0,26.1,$,754.1,,A,0.05409389,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0.0,,,,,0.1065,0.1002735,0.10058169,,,Yes,Alphabet,,,,Graymark Capital, Rialto Capital Management,,,6044,1314080,26096436.5,26096436.5,133698,Office,650 Clyde Court,2019-05-07,1.0,,650 Clyde Ct,ALPHABET,,,,RIALTO CAPITAL MANAGEMENT,GRAYMARK CAPITAL,,,94043.0,790.8251,32999.0,,12867,1.0000004
3572,3572,327,1200 Wall Street W,"1200 Wall Street West, Lyndhurst, NJ 07071",Lyndhurst,NJ,United States,7071.0,Office,,,No,New Jersey (Northern),Meadowlands,110000.0,SF,2019-05-09,1.0,9.25,$,84.09,,B-,0.0841572,Green Street Market Estimate,No,,No,Newmark Group,Newmark Group,,,0.0,,,,,0.117,0.12134309,0.12145929,,,Yes,Link Industrial Properties,,,,,,,,6046,1400163,9250000.0,9250000.0,142983,Office,1200 Wall Street West,2019-05-09,1.0,,1200 Wall St W,BREIT,,,,1200 WALL HOLDING,,,,7071.0,49.506,186846.0,,15186,0.95944506
3574,3574,334,311 South State Street,"311 South State Street, Salt Lake City, UT 84111",Salt Lake City,UT,United States,84111.0,Office,,,No,Salt Lake City,CBD,39000.0,SF,2019-05-08,1.0,6.5,$,166.67,,A-,0.07572642,Green Street Market Estimate,No,,No,,Cushman & Wakefield,,,0.0,,,,,0.114,0.11526687,0.11722293,,,Yes,,,,,,,,,6053,1401287,6500000.0,6500000.0,143123,Office,311 South State Street,2019-05-08,1.0,,311 S State St,KENSINGTON INVESTMENT,,,,MILDA M GRAY DENIS L GRAY,,,,84111.0,110.8156,58656.0,,15324,0.99999994
